Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 02/01/2020 / Data final: 14/02/2025.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
21/01/2025;12,15;1,00045513;1.612.574.019.701,75;848;12,15;12,14;12,15;0,029;4.299,868;
20/01/2025;12,15;1,00045513;1.656.228.284.186,9;901;12,15;12,14;12,15;0,028;4.326,84;
17/01/2025;12,15;1,00045513;1.657.062.706.979,22;888;12,15;12,14;12,15;0,026;4.709,438;
16/01/2025;12,15;1,00045513;1.665.749.838.064,54;837;12,15;12,14;12,15;0,029;4.246,434;
15/01/2025;12,15;1,00045513;1.674.668.980.830,3;896;12,15;12,14;12,15;0,028;4.526,399;
14/01/2025;12,15;1,00045513;1.691.390.557.788,34;927;12,15;12,14;12,15;0,036;3.324,758;
13/01/2025;12,15;1,00045513;1.821.093.025.550,73;954;12,15;12,14;12,15;0,054;595,275;
10/01/2025;12,15;1,00045513;1.699.306.992.229,03;932;12,15;12,14;12,15;0,031;4.010,979;
09/01/2025;12,15;1,00045513;1.693.854.935.605,73;898;12,15;12,14;12,15;0,04;2.882,51;
08/01/2025;12,15;1,00045513;1.689.390.470.820,3;926;12,15;12,14;12,15;0,036;3.334,591;
07/01/2025;12,15;1,00045513;1.716.587.755.598,38;987;12,15;12,14;12,15;0,031;3.682,835;
06/01/2025;12,15;1,00045513;1.721.200.099.275,14;978;12,15;12,14;12,15;0,028;3.728,407;
03/01/2025;12,15;1,00045513;1.730.742.386.155,5;949;12,15;12,14;12,15;0,023;3.315,024;
02/01/2025;12,15;1,00045513;1.686.745.750.553,83;981;12,15;12,14;12,15;0,021;477,319;
31/12/2024;12,15;1,00045513;1.278.142.428.720,8;323;12,15;12,15;12,15;0,03;4.708,198;
30/12/2024;12,15;1,00045513;1.326.352.464.476,55;334;12,15;12,15;12,15;0,024;4.124,81;
27/12/2024;12,15;1,00045513;1.487.096.173.286,16;903;12,15;12,14;12,15;0,029;4.132,681;
26/12/2024;12,15;1,00045513;1.492.017.344.850,94;867;12,15;12,14;12,15;0,113;527.515,482;
24/12/2024;12,15;1,00045513;1.401.001.551.621,44;378;12,15;12,15;12,15;0,034;3.869,229;
23/12/2024;12,15;1,00045513;1.455.009.268.971,92;424;12,15;12,15;12,15;0,033;3.412,519;
20/12/2024;12,15;1,00045513;1.670.269.263.891,6;882;12,15;12,14;12,15;0,035;3.447,975;
19/12/2024;12,15;1,00045513;1.687.156.779.798,47;869;12,15;12,14;12,15;0,032;4.043,527;
18/12/2024;12,15;1,00045513;1.701.619.618.480;894;12,15;12,14;12,15;0,032;4.177,343;
17/12/2024;12,15;1,00045513;1.726.824.557.657,58;862;12,15;12,14;12,15;0,036;3.540,887;
16/12/2024;12,15;1,00045513;1.713.345.744.898,38;800;12,15;12,14;12,15;0,052;1.016,375;
13/12/2024;12,15;1,00045513;1.754.521.179.627,6;857;12,15;12,14;12,15;0,052;1.012,619;
12/12/2024;12,15;1,00045513;1.740.237.045.786,31;840;12,15;12,14;12,15;0,036;3.552,421;
11/12/2024;11,15;1,00041957;1.718.871.423.642,37;843;11,15;11,14;11,15;0,035;2.810,068;
10/12/2024;11,15;1,00041957;1.762.720.496.217,46;878;11,15;11,14;11,15;0,035;3.056,353;
09/12/2024;11,15;1,00041957;1.750.864.950.412,35;896;11,15;11,14;11,15;0,038;2.844,225;
06/12/2024;11,15;1,00041957;1.739.465.558.179,95;922;11,15;11,14;11,15;0,034;3.293,916;
05/12/2024;11,15;1,00041957;1.730.961.608.871,27;835;11,15;11,14;11,15;0,028;4.237,234;
04/12/2024;11,15;1,00041957;1.734.397.408.630,74;852;11,15;11,14;11,15;0,016;656,006;
03/12/2024;11,15;1,00041957;1.754.945.807.104,06;852;11,15;11,14;11,15;0,016;563,497;
02/12/2024;11,15;1,00041957;1.719.552.958.666,34;836;11,15;11,14;11,15;0,017;552,556;
29/11/2024;11,15;1,00041957;1.657.429.910.833,37;850;11,15;11,14;11,15;0,022;3.980,52;
28/11/2024;11,15;1,00041957;1.718.471.720.459,66;878;11,15;11,14;11,15;0,023;3.938,727;
27/11/2024;11,15;1,00041957;1.697.970.192.407,85;865;11,15;11,14;11,15;0,023;4.974,204;
26/11/2024;11,15;1,00041957;1.723.926.347.919,13;831;11,15;11,14;11,15;0,026;4.708,928;
25/11/2024;11,15;1,00041957;1.745.099.587.473,43;843;11,15;11,14;11,15;0,027;4.204,023;
22/11/2024;11,15;1,00041957;1.748.093.323.775,84;823;11,15;11,14;11,15;0,029;4.180,842;
21/11/2024;11,15;1,00041957;1.745.962.052.941,91;816;11,15;11,14;11,15;0,031;3.696,929;
19/11/2024;11,15;1,00041957;1.784.440.590.660,85;877;11,15;11,14;11,15;0,03;3.893,116;
18/11/2024;11,15;1,00041957;1.768.334.384.599,99;838;11,15;11,14;11,15;0,031;3.887,112;
14/11/2024;11,15;1,00041957;1.808.545.932.376,34;964;11,15;11,14;11,15;0,03;4.036,142;
13/11/2024;11,15;1,00041957;1.811.603.433.916,85;834;11,15;11,14;11,15;0,033;3.292,569;
12/11/2024;11,15;1,00041957;1.813.398.726.763,58;857;11,15;11,14;11,15;0,034;3.294,161;
11/11/2024;11,15;1,00041957;1.792.687.664.848,35;851;11,15;11,14;11,15;0,035;3.244,257;
08/11/2024;11,15;1,00041957;1.782.273.040.431,27;822;11,15;11,14;11,15;0,037;7.931,231;
07/11/2024;11,15;1,00041957;1.783.235.625.616,22;835;11,15;11,14;11,15;0,041;2.331,105;
06/11/2024;10,65;1,00040168;1.745.890.872.778,69;856;10,65;10,64;10,65;0,035;2.875,8;
05/11/2024;10,65;1,00040168;1.783.909.587.657,19;835;10,65;10,64;10,65;0,029;3.610,962;
04/11/2024;10,65;1,00040168;1.766.276.859.669,69;833;10,65;10,64;10,65;0,024;4.251,085;
01/11/2024;10,65;1,00040168;1.738.184.163.923,99;845;10,65;10,64;10,65;0,021;3.804,324;
31/10/2024;10,65;1,00040168;1.717.783.367.862,54;805;10,65;10,64;10,65;0,03;3.455,453;
30/10/2024;10,65;1,00040168;1.804.364.824.259,98;860;10,65;10,64;10,65;0,028;3.838,758;
29/10/2024;10,65;1,00040168;1.792.552.345.889,55;826;10,65;10,64;10,65;0,029;3.645,948;
28/10/2024;10,65;1,00040168;1.775.185.047.587,97;842;10,65;10,64;10,65;0,031;3.455,876;
25/10/2024;10,65;1,00040168;1.799.375.056.058,34;846;10,65;10,64;10,65;0,031;3.510,716;
24/10/2024;10,65;1,00040168;1.791.728.236.417,02;841;10,65;10,64;10,65;0,031;3.414,738;
23/10/2024;10,65;1,00040168;1.797.897.517.845,64;851;10,65;10,64;10,65;0,033;3.214,65;
22/10/2024;10,65;1,00040168;1.816.312.228.471,01;848;10,65;10,64;10,65;0,033;3.289,808;
21/10/2024;10,65;1,00040168;1.811.260.422.499,13;848;10,65;10,64;10,65;0,033;3.244,716;
18/10/2024;10,65;1,00040168;1.850.761.762.886,66;800;10,65;10,64;10,65;0,033;3.259,458;
17/10/2024;10,65;1,00040168;1.859.986.106.394,27;882;10,65;10,64;10,65;0,033;3.227,386;
16/10/2024;10,65;1,00040168;1.850.709.991.748,15;843;10,65;10,64;10,65;0,033;3.365,184;
15/10/2024;10,65;1,00040168;1.865.627.612.517,64;851;10,65;10,64;10,65;0,204;166.335,884;
14/10/2024;10,65;1,00040168;1.876.808.926.076,81;879;10,65;10,64;10,65;0,036;2.834,839;
11/10/2024;10,65;1,00040168;1.868.563.080.241,29;898;10,65;10,64;10,65;0,035;2.931,976;
10/10/2024;10,65;1,00040168;1.893.369.529.449,01;773;10,65;10,64;10,65;0,035;2.986,404;
09/10/2024;10,65;1,00040168;1.868.643.214.047,9;796;10,65;10,64;10,65;0,035;3.002,868;
08/10/2024;10,65;1,00040168;1.877.607.269.827,35;827;10,65;10,64;10,65;0,036;2.792,501;
07/10/2024;10,65;1,00040168;1.867.071.921.420,89;763;10,65;10,64;10,65;0,031;3.539,625;
04/10/2024;10,65;1,00040168;1.880.097.621.606,24;768;10,65;10,64;10,65;0,027;4.208,787;
03/10/2024;10,65;1,00040168;1.882.450.495.272,04;897;10,65;10,64;10,65;0,022;4.570,304;
02/10/2024;10,65;1,00040168;1.885.982.932.871,94;881;10,65;10,64;10,65;0,017;2.135,015;
01/10/2024;10,65;1,00040168;1.906.383.745.690,57;922;10,65;10,64;10,65;0,019;1.455,048;
30/09/2024;10,65;1,00040168;1.742.582.939.546,26;931;10,65;10,64;10,65;0,022;3.702,069;
27/09/2024;10,65;1,00040168;1.810.005.011.420,02;888;10,65;10,64;10,65;0,025;2.405,938;
26/09/2024;10,65;1,00040168;1.834.411.916.867,02;871;10,65;10,64;10,65;0,023;2.437,302;
25/09/2024;10,65;1,00040168;1.867.857.425.392,94;798;10,65;10,64;10,65;0,02;2.917,379;
24/09/2024;10,65;1,00040168;1.883.918.829.661,82;816;10,65;10,64;10,65;0,021;3.835,968;
23/09/2024;10,65;1,00040168;1.888.007.774.127,44;779;10,65;10,64;10,65;0,023;4.184,922;
20/09/2024;10,65;1,00040168;1.900.126.392.430,47;825;10,65;10,64;10,65;0,026;3.789,044;
19/09/2024;10,65;1,00040168;1.918.226.496.631,73;866;10,65;10,64;10,65;0,026;3.866,174;
18/09/2024;10,4;1,00039270;1.870.562.534.148,52;785;10,4;10,39;10,4;0,026;3.770,86;
17/09/2024;10,4;1,00039270;1.951.228.918.446,55;940;10,4;10,39;10,4;0,031;3.065,177;
16/09/2024;10,4;1,00039270;1.925.334.066.382,82;783;10,4;10,39;10,4;0,031;3.148,916;
13/09/2024;10,4;1,00039270;1.934.240.399.105,21;808;10,4;10,39;10,4;0,029;3.349,886;
12/09/2024;10,4;1,00039270;1.940.511.587.994,04;781;10,4;10,39;10,4;0,032;3.081,9;
11/09/2024;10,4;1,00039270;1.946.740.178.349,78;796;10,4;10,39;10,4;0,033;3.029,928;
10/09/2024;10,4;1,00039270;1.962.628.617.546,22;805;10,4;10,4;10,4;0,035;2.654,54;
09/09/2024;10,4;1,00039270;1.946.700.268.715,31;785;10,4;10,39;10,4;0,034;2.931,023;
06/09/2024;10,4;1,00039270;1.942.422.421.331,44;792;10,4;10,39;10,4;0,032;3.085,133;
05/09/2024;10,4;1,00039270;1.940.055.913.518,53;794;10,4;10,39;10,4;0,03;3.270,036;
04/09/2024;10,4;1,00039270;1.944.758.878.236,36;879;10,4;10,39;10,4;0,028;3.362,251;
03/09/2024;10,4;1,00039270;1.969.052.850.738,02;798;10,4;10,39;10,4;0,027;3.513,086;
02/09/2024;10,4;1,00039270;1.949.321.791.784,2;941;10,4;10,39;10,4;0,025;3.093,912;
30/08/2024;10,4;1,00039270;1.637.735.485.319,34;794;10,4;10,39;10,4;0,024;3.451,849;
29/08/2024;10,4;1,00039270;1.682.080.348.066,82;841;10,4;10,39;10,4;0,025;3.629,591;
28/08/2024;10,4;1,00039270;1.664.537.338.830,96;839;10,4;10,39;10,4;0,026;2.868,843;
27/08/2024;10,4;1,00039270;1.676.082.814.733,45;943;10,4;10,39;10,4;0,028;3.082,383;
26/08/2024;10,4;1,00039270;1.670.319.918.430,18;834;10,4;10,39;10,4;0,026;3.449,111;
23/08/2024;10,4;1,00039270;1.699.681.655.397,19;833;10,4;10,39;10,4;0,025;3.869,732;
22/08/2024;10,4;1,00039270;1.693.906.243.426,39;859;10,4;10,39;10,4;0,026;3.445,002;
21/08/2024;10,4;1,00039270;1.707.083.434.273,65;841;10,4;10,39;10,4;0,026;3.719,384;
20/08/2024;10,4;1,00039270;1.753.091.185.397,24;819;10,4;10,39;10,4;0,031;3.199,001;
19/08/2024;10,4;1,00039270;1.756.366.653.160,63;890;10,4;10,39;10,4;0,032;2.859,233;
16/08/2024;10,4;1,00039270;1.768.254.547.209,13;837;10,4;10,39;10,4;0,03;3.217,7;
15/08/2024;10,4;1,00039270;1.738.134.684.352,55;922;10,4;10,39;10,4;0,032;2.919,799;
14/08/2024;10,4;1,00039270;1.511.300.083.601,79;900;10,4;10,39;10,4;0,035;2.472,772;
13/08/2024;10,4;1,00039270;1.532.604.547.702,43;848;10,4;10,39;10,4;0,035;2.384,337;
12/08/2024;10,4;1,00039270;1.531.355.836.475,03;866;10,4;10,39;10,4;0,034;2.583,992;
09/08/2024;10,4;1,00039270;1.506.393.870.416,43;827;10,4;10,39;10,4;0,033;2.787,907;
08/08/2024;10,4;1,00039270;1.505.746.764.830,01;821;10,4;10,39;10,4;0,033;2.703,115;
07/08/2024;10,4;1,00039270;1.498.370.700.500,58;860;10,4;10,39;10,4;0,031;2.845,403;
06/08/2024;10,4;1,00039270;1.503.349.949.768,14;846;10,4;10,39;10,4;0,031;2.764,362;
05/08/2024;10,4;1,00039270;1.503.206.083.288,75;771;10,4;10,39;10,4;0,028;2.796,486;
02/08/2024;10,4;1,00039270;1.478.163.493.274,68;836;10,4;10,39;10,4;0,023;3.726,348;
01/08/2024;10,4;1,00039270;1.441.944.714.786,36;896;10,4;10,39;10,4;0,02;1.561,036;
31/07/2024;10,4;1,00039270;1.438.725.508.456,86;847;10,4;10,39;10,4;0,023;2.938,446;
30/07/2024;10,4;1,00039270;1.490.739.045.134,18;853;10,4;10,39;10,4;0,027;3.208,621;
29/07/2024;10,4;1,00039270;1.496.625.472.468,82;851;10,4;10,39;10,4;0,023;3.315,485;
26/07/2024;10,4;1,00039270;1.481.806.979.499,3;861;10,4;10,39;10,4;0,026;20.462,071;
25/07/2024;10,4;1,00039270;1.532.201.338.992,37;872;10,4;10,39;10,4;0,019;1.249,139;
24/07/2024;10,4;1,00039270;1.505.286.772.442,97;860;10,4;10,39;10,4;0,021;2.395,955;
23/07/2024;10,4;1,00039270;1.497.110.340.448,06;847;10,4;10,39;10,4;0,024;2.933,914;
22/07/2024;10,4;1,00039270;1.498.705.392.005,94;859;10,4;10,39;10,4;0,023;3.267,024;
19/07/2024;10,4;1,00039270;1.561.485.619.544,05;862;10,4;10,39;10,4;0,022;3.021,271;
18/07/2024;10,4;1,00039270;1.552.404.374.664,6;864;10,4;10,39;10,4;0,022;3.277,206;
17/07/2024;10,4;1,00039270;1.548.262.188.871,57;879;10,4;10,39;10,4;0,021;2.874,7;
16/07/2024;10,4;1,00039270;1.578.047.849.377,64;883;10,4;10,39;10,4;0,029;2.861,003;
15/07/2024;10,4;1,00039270;1.545.963.839.725,5;868;10,4;10,39;10,4;0,029;2.947,258;
12/07/2024;10,4;1,00039270;1.561.318.376.713,2;868;10,4;10,39;10,4;0,029;3.101,363;
11/07/2024;10,4;1,00039270;1.555.382.175.506,89;841;10,4;10,39;10,4;0,03;3.364,458;
10/07/2024;10,4;1,00039270;1.562.343.938.140,94;875;10,4;10,39;10,4;0,029;3.609,84;
09/07/2024;10,4;1,00039270;1.568.219.346.024,64;858;10,4;10,39;10,4;0,032;2.788,65;
08/07/2024;10,4;1,00039270;1.561.548.934.979,85;857;10,4;10,39;10,4;0,036;2.483,86;
05/07/2024;10,4;1,00039270;1.568.369.742.795,94;892;10,4;10,39;10,4;0,034;2.748,871;
04/07/2024;10,4;1,00039270;1.560.899.650.475,86;871;10,4;10,39;10,4;0,03;3.317,566;
03/07/2024;10,4;1,00039270;1.587.470.000.978,45;868;10,4;10,39;10,4;0,027;3.728,571;
02/07/2024;10,4;1,00039270;1.586.163.132.692,62;879;10,4;10,39;10,4;0,026;3.743,71;
01/07/2024;10,4;1,00039270;1.555.518.741.997,36;887;10,4;10,39;10,4;0,024;3.145,345;
28/06/2024;10,4;1,00039270;1.313.314.112.652,7;837;10,4;10,39;10,4;0,029;2.872,156;
27/06/2024;10,4;1,00039270;1.419.645.644.246,06;821;10,4;10,39;10,4;0,028;2.708,184;
26/06/2024;10,4;1,00039270;1.401.926.941.348,16;851;10,4;10,39;10,4;0,026;3.554,713;
25/06/2024;10,4;1,00039270;1.426.827.297.367,95;860;10,4;10,39;10,4;0,03;2.862,782;
24/06/2024;10,4;1,00039270;1.435.985.922.127,35;837;10,4;10,39;10,4;0,029;3.047,495;
21/06/2024;10,4;1,00039270;1.428.250.030.688,7;858;10,4;10,39;10,4;0,029;3.181,99;
20/06/2024;10,4;1,00039270;1.460.319.893.795,41;857;10,4;10,39;10,4;0,028;3.425,396;
19/06/2024;10,4;1,00039270;1.468.810.650.596,91;846;10,4;10,39;10,4;0,028;3.423,836;
18/06/2024;10,4;1,00039270;1.465.759.036.337,89;859;10,4;10,39;10,4;0,036;2.456,57;
17/06/2024;10,4;1,00039270;1.460.999.987.305,56;864;10,4;10,39;10,4;0,036;2.389,104;
14/06/2024;10,4;1,00039270;1.462.057.938.883,86;853;10,4;10,39;10,4;0,039;2.164,559;
13/06/2024;10,4;1,00039270;1.457.978.493.994,21;839;10,4;10,39;10,4;0,04;2.307,062;
12/06/2024;10,4;1,00039270;1.460.350.720.244,84;856;10,4;10,39;10,4;0,04;2.214,898;
11/06/2024;10,4;1,00039270;1.485.509.601.542,54;849;10,4;10,39;10,4;0,042;2.024,714;
10/06/2024;10,4;1,00039270;1.464.951.859.200,3;860;10,4;10,39;10,4;0,04;2.126,626;
07/06/2024;10,4;1,00039270;1.442.290.200.544,62;854;10,4;10,39;10,4;0,045;1.784,13;
06/06/2024;10,4;1,00039270;1.438.349.553.110,81;863;10,4;10,39;10,4;0,041;1.994,601;
05/06/2024;10,4;1,00039270;1.463.683.820.845,75;859;10,4;10,39;10,4;0,037;2.317,426;
04/06/2024;10,4;1,00039270;1.463.980.331.341,98;865;10,4;10,39;10,4;0,034;2.396,013;
03/06/2024;10,4;1,00039270;1.439.583.903.927,29;852;10,4;10,39;10,4;0,03;2.499,089;
31/05/2024;10,4;1,00039270;1.337.513.563.688,69;807;10,4;10,39;10,4;0,033;2.424,939;
29/05/2024;10,4;1,00039270;1.423.145.982.659,79;858;10,4;10,39;10,4;0,036;2.299,684;
28/05/2024;10,4;1,00039270;1.417.018.588.222,32;842;10,4;10,39;10,4;0,028;3.095,04;
27/05/2024;10,4;1,00039270;1.400.928.933.941,22;880;10,4;10,39;10,4;0,023;3.678,629;
24/05/2024;10,4;1,00039270;1.422.077.132.472,66;848;10,4;10,39;10,4;0,024;3.967,238;
23/05/2024;10,4;1,00039270;1.416.603.346.036;831;10,4;10,39;10,4;0,024;4.110,78;
22/05/2024;10,4;1,00039270;1.404.666.556.866,92;826;10,4;10,39;10,4;0,024;3.666,784;
21/05/2024;10,4;1,00039270;1.426.307.155.434,98;858;10,4;10,39;10,4;0,025;3.465,325;
20/05/2024;10,4;1,00039270;1.473.750.612.772,3;871;10,4;10,39;10,4;0,031;3.051,827;
17/05/2024;10,4;1,00039270;1.465.395.577.849,84;838;10,4;10,39;10,4;0,029;3.458,782;
16/05/2024;10,4;1,00039270;1.475.900.007.326,94;854;10,4;10,39;10,4;0,029;3.368,903;
15/05/2024;10,4;1,00039270;1.472.078.012.169,82;857;10,4;10,39;10,4;0,029;3.412,397;
14/05/2024;10,4;1,00039270;1.466.661.300.598,53;876;10,4;10,39;10,4;0,038;2.329,387;
13/05/2024;10,4;1,00039270;1.455.277.034.931,69;853;10,4;10,39;10,4;0,04;2.191,524;
10/05/2024;10,4;1,00039270;1.442.143.501.923,97;852;10,4;10,39;10,4;0,041;2.064,4;
09/05/2024;10,4;1,00039270;1.433.766.051.779,51;858;10,4;10,39;10,4;0,043;1.831,828;
08/05/2024;10,65;1,00040168;1.430.731.589.039,65;866;10,65;10,64;10,65;0,045;1.868,554;
07/05/2024;10,65;1,00040168;1.456.273.236.570,27;876;10,65;10,64;10,65;0,043;1.935,904;
06/05/2024;10,65;1,00040168;1.454.753.522.610,81;895;10,65;10,64;10,65;0,038;2.379,778;
03/05/2024;10,65;1,00040168;1.443.174.917.611,97;862;10,65;10,64;10,65;0,034;2.752,611;
02/05/2024;10,65;1,00040168;1.427.576.856.914,34;871;10,65;10,64;10,65;0,031;3.077,413;
30/04/2024;10,65;1,00040168;1.441.884.289.582,9;864;10,65;10,64;10,65;0,032;2.850,301;
29/04/2024;10,65;1,00040168;1.480.361.024.801,77;874;10,65;10,64;10,65;0,031;3.187,365;
26/04/2024;10,65;1,00040168;1.467.315.627.752,54;862;10,65;10,64;10,65;0,033;3.068,236;
25/04/2024;10,65;1,00040168;1.485.921.592.687,18;838;10,65;10,64;10,65;0,042;4.058,945;
24/04/2024;10,65;1,00040168;1.475.981.328.846,92;850;10,65;10,64;10,65;0,042;4.232,183;
23/04/2024;10,65;1,00040168;1.509.674.705.734,17;832;10,65;10,64;10,65;0,043;3.898,014;
22/04/2024;10,65;1,00040168;1.516.138.462.969,9;864;10,65;10,64;10,65;0,037;4.612,718;
19/04/2024;10,65;1,00040168;1.570.416.762.043,12;863;10,65;10,64;10,65;0,037;4.894,323;
18/04/2024;10,65;1,00040168;1.577.131.765.839,87;849;10,65;10,64;10,65;0,038;4.448,539;
17/04/2024;10,65;1,00040168;1.579.665.013.089,98;839;10,65;10,64;10,65;0,043;3.929,074;
16/04/2024;10,65;1,00040168;1.602.290.811.550,78;868;10,65;10,64;10,65;0,075;1.587,923;
15/04/2024;10,65;1,00040168;1.580.507.230.321,46;860;10,65;10,64;10,65;0,067;1.861,6;
12/04/2024;10,65;1,00040168;1.561.756.372.666,6;835;10,65;10,64;10,65;0,051;3.012,775;
11/04/2024;10,65;1,00040168;1.558.394.922.626,97;862;10,65;10,64;10,65;0,049;3.082,503;
10/04/2024;10,65;1,00040168;1.548.011.819.512,22;858;10,65;10,64;10,65;0,03;5.225,052;
09/04/2024;10,65;1,00040168;1.562.332.530.742,37;873;10,65;10,64;10,65;0,039;4.525,954;
08/04/2024;10,65;1,00040168;1.541.113.016.369,79;874;10,65;10,64;10,65;0,042;4.039,901;
05/04/2024;10,65;1,00040168;1.564.045.829.565,28;924;10,65;10,64;10,65;0,038;4.543,07;
04/04/2024;10,65;1,00040168;1.547.575.952.438,55;841;10,65;10,64;10,65;0,033;4.780,871;
03/04/2024;10,65;1,00040168;1.556.368.016.870,89;890;10,65;10,64;10,65;0,031;5.318,626;
02/04/2024;10,65;1,00040168;1.590.641.285.603,87;834;10,65;10,64;10,65;0,03;5.706,322;
01/04/2024;10,65;1,00040168;1.558.629.266.425,76;881;10,65;10,64;10,65;0,029;5.368,62;
28/03/2024;10,65;1,00040168;1.385.286.299.237,41;789;10,65;10,64;10,65;0,037;5.094,699;
27/03/2024;10,65;1,00040168;1.430.994.650.728,63;825;10,65;10,64;10,65;0,038;4.977,967;
26/03/2024;10,65;1,00040168;1.490.180.667.593,49;837;10,65;10,64;10,65;0,035;5.781,542;
25/03/2024;10,65;1,00040168;1.509.679.266.821,39;828;10,65;10,64;10,65;0,033;6.213,76;
22/03/2024;10,65;1,00040168;1.504.969.883.054,71;835;10,65;10,64;10,65;0,034;6.142,463;
21/03/2024;10,65;1,00040168;1.510.469.346.290,41;808;10,65;10,64;10,65;0,031;6.701,344;
20/03/2024;11,15;1,00041957;1.591.184.970.514,5;701;11,15;11,14;11,15;0,027;8.862,46;
19/03/2024;11,15;1,00041957;1.640.775.273.638,24;829;11,15;11,14;11,15;0,046;4.537,34;
18/03/2024;11,15;1,00041957;1.640.454.643.853,86;821;11,15;11,14;11,15;0,052;3.758,483;
15/03/2024;11,15;1,00041957;1.636.404.957.681,23;772;11,15;11,14;11,15;0,049;4.083,31;
14/03/2024;11,15;1,00041957;1.656.993.977.858,11;762;11,15;11,14;11,15;0,044;4.841,399;
13/03/2024;11,15;1,00041957;1.658.549.204.395,96;706;11,15;11,14;11,15;0,033;6.505,659;
12/03/2024;11,15;1,00041957;1.681.317.464.453,74;690;11,15;11,14;11,15;0,029;5.833,659;
11/03/2024;11,15;1,00041957;1.686.889.681.545,67;690;11,15;11,14;11,15;0,03;5.988,734;
08/03/2024;11,15;1,00041957;1.663.913.152.259,6;673;11,15;11,14;11,15;0,035;5.695,349;
07/03/2024;11,15;1,00041957;1.681.337.740.362,36;643;11,15;11,14;11,15;0,036;5.802,336;
06/03/2024;11,15;1,00041957;1.678.488.688.928,94;676;11,15;11,14;11,15;0,032;6.351,516;
05/03/2024;11,15;1,00041957;1.726.185.759.949,36;659;11,15;11,14;11,15;0,03;7.393,217;
04/03/2024;11,15;1,00041957;1.707.210.174.152,79;677;11,15;11,14;11,15;0,028;7.723,586;
01/03/2024;11,15;1,00041957;1.677.614.560.139,82;695;11,15;11,14;11,15;0,027;7.920,082;
29/02/2024;11,15;1,00041957;1.468.808.328.596,39;776;11,15;11,14;11,15;0,035;6.177,197;
28/02/2024;11,15;1,00041957;1.499.640.862.521,42;839;11,15;11,14;11,15;0,036;5.829,888;
27/02/2024;11,15;1,00041957;1.530.555.568.242,4;791;11,15;11,14;11,15;0,032;6.075,373;
26/02/2024;11,15;1,00041957;1.524.850.114.431,47;810;11,15;11,14;11,15;0,035;5.864,932;
23/02/2024;11,15;1,00041957;1.539.199.993.067,43;799;11,15;11,14;11,15;0,037;5.657,671;
22/02/2024;11,15;1,00041957;1.545.423.664.801,08;815;11,15;11,14;11,15;0,034;6.105,594;
21/02/2024;11,15;1,00041957;1.547.171.447.373,15;811;11,15;11,14;11,15;0,032;6.218,293;
20/02/2024;11,15;1,00041957;1.634.955.165.732,08;692;11,15;11,14;11,15;0,03;6.513,597;
19/02/2024;11,15;1,00041957;1.630.886.130.019,72;670;11,15;11,14;11,15;0,031;9.497,696;
16/02/2024;11,15;1,00041957;1.629.579.919.348,06;666;11,15;11,14;11,15;0,046;4.929,365;
15/02/2024;11,15;1,00041957;1.634.565.313.425,61;839;11,15;11,14;11,15;0,047;4.891,704;
